rating,text,title,user.userLocation.name,user.userLocation.shortName,user.username,publishedDate,X,X.1,X.2,X.3,X.4,X.5,sentiment,year,nationality
5,"Excellent food and cocktails, everything tasted and went well together. Nice decor, clean, professional service.",I recommend,"Gdansk, Poland",Gdansk,MarikaAnnaPl,2024-12-06,,,,,,,pos,2024.0,Poland
5,"It was very tasty. Interesting presentation. The strongest point of the place is the wonderful staff - several people serve you all the time! beautiful interior. Unfortunately, we didn't drink alcohol, but I highly recommend it because seeing what's going on at the tables next door, the cocktails are really leaking, the only thing I would work on is the pace...",Perfect,"Gdansk, Poland",Gdansk,OmmTomm,2024-11-01,,,,,,,pos,2024.0,Poland
5,"a wonderful culinary adventure :) I recommend it to absolutely everyone. We chose the tasting menu and it was a bullseye. The dishes are amazing, but not overcomplicated. The pre-dessert is wonderful, but let it be a surprise ;) the weakest point was the dessert itself (the chocolate was a bit too thick), but it does not change our assessment of this experience in any way. But the cherry on the cake was the service! We had the pleasure of meeting Mrs. Zuzanna and she was our guide through the menu. cheerful, smiling, with a sense of humor and at the same time with great knowledge and professionalism. I definitely recommend a visit to Eliksir to everyone, I will not even write about the drinks because you simply have to try them :)",Wonderful culinary adventure :),"Gdansk, Poland",Gdansk,Usajrad,2024-07-25,,,,,,,pos,2024.0,Poland
5,"Well, I expected such a relaxed atmosphere combined with great service. I felt very good in the restaurant. Morels and Tartare are delicious. Mr. Bartek made our evening more pleasant. I will definitely come back to the new tab and keep my fingers crossed.",Keep it up!!,"Gdansk, Poland",Gdansk,Storyteller747751,2024-06-22,,,,,,,pos,2024.0,Poland
5,"A great romantic dinner, the staff definitely knows how to match wine with food. You must try vegan escalopes Excellent drinks from Adam, we will be back next time for a tasting menu. Definitely recommend!",Definitely recommend for a romantic dinner!,"Gdansk, Poland",Gdansk,catherine_sweet_M,2024-02-22,,,,,,,pos,2024.0,Poland
5,"Every time I'm at Eliksir I feel like I've been transported to a club in New York or London. I like the atmosphere and the way of service. Today we just dropped in for a drink. We didn't order from the menu, but we told the bartender what flavor we wanted. 
Thanks Filip for your compositions :-). It was time well spent.",New York in the center of Gdańsk,"Gdansk, Poland",Gdansk,Krzysiek_Gdansk,2024-02-17,,,,,,,pos,2024.0,Poland
5,"We spent a lovely evening at the bar in the company of Mr. Damian, who conducted a whiskey tasting and talked about them with great passion and professionalism. Very tasty cuisine, elegant interior. A well-stocked bar. I heartily recommend it.",Whiskey tasting,"Gdansk, Poland",Gdansk,jnanowski,2024-01-28,,,,,,,pos,2024.0,Poland
5,"Marta's full professionalism in presentation. 
It was very nice to hear :) 
And the drinks and food are world-class 
We will definitely come back",We recommend,"Gdansk, Poland",Gdansk,528milenac,2024-01-26,,,,,,,pos,2024.0,Poland
5,"Interesting place, sublime dishes and very nice staff who describe the dishes served in detail. Agnieszka is very nice and professional",Dinner. romantic,"Gdansk, Poland",Gdansk,maciejm462,2023-09-27,,,,,,,pos,2023.0,Poland
5,"
Each subsequent visit to Eliksir is a bull's-eye. My fiancé and I visit Eliksir regularly and we never leave with any ""buts"". 
During our last visit, we tried the tasting menu with matching drinks. 
The current menu is a very successful modern interpretation of Polish cuisine. Delicate steak tartare without the slightest vein or piece of fat, sturgeon pate, light sour soup with pickled celery broth, bacon roast, rainbow trout fried without fat and a wonderful dessert - all this is a real feast for the senses, and especially for the palate. 
The service was well trained and polite, our waiter described the process of preparing each dish in a very interesting way and did not just list the ingredients. 
Eliksir W Bottle bartender syrups deserve additional attention - I highly recommend them to anyone who wants to prepare a good drink at home without much effort. My favorites are Basil Smash and Lime Sour. Of course, we stocked up before leaving. 
",A spectacular culinary experience,"Gdansk, Poland",Gdansk,krzadkowska,2023-09-06,,,,,,,pos,2023.0,Poland
5,"Great service, each dish described in detail, so you can find many often forgotten or unusual ingredients in Denmark.",A surprising culinary experience.,"Gdansk, Poland",Gdansk,dariuszsD2004FR,2023-08-12,,,,,,,pos,2023.0,Poland
5,"Professional service, knowledgeable about drinks and alcohol. We always receive first-class service. I heartily recommend it, especially the bartenders Mikołaj, Michał and probably Mr. Bartosz. We recommend it, we will come back.",Great cocktails,"Gdansk, Poland",Gdansk,MichalQGP,2023-06-23,,,,,,,pos,2023.0,Poland
5,"As always and one more time our visit to Eliksir best cocktail bar was extraordinary. Michał -our bartender - was outdoing himself in shaking, presenting and telling stories about ingredients and compositions of each and every drink. Definitely a must see and must experience place in Gdańsk. Ask for Michał🍸🍹",Excellent one more time,"Gdansk, Poland",Gdansk,Ewa567,2023-06-21,,,,,,,pos,2023.0,Poland
5,I was on a bartending course with my girlfriend and it was really funny and interesting. I had 5 very good drinks and from bartender Michał you can see very good knowledge and passion.,Very good,"Gdansk, Poland",Gdansk,Camper30325858207,2023-06-18,,,,,,,pos,2023.0,Poland
5,"Great place. Super staff. The bartender Michał is very responsive and pleasant. Beautiful interior. I recommend the set of cocktails, unforgettable emotions :)",I recommend!,"Gdansk, Poland",Gdansk,Odyssey00069401503,2023-05-20,,,,,,,pos,2023.0,Poland
5,Awesome cocktails servers by Miki who is top tier bartender. Every cocktail was well described and prepared. 5 ⭐️ well deserved! We will be back for sure!,Miki top tier bartender!,"Gdansk, Poland",Gdansk,574wojciechj,2023-05-12,,,,,,,pos,2023.0,Poland
5,"My wife and I attended a bartending course. Very cool, new experience! The bartender, Michał, has extensive knowledge of the process and types of drinks and alcohols and is able to convey this knowledge. We highly recommend it!",We highly recommend it!,"Gdansk, Poland",Gdansk,216konradb,2023-05-07,,,,,,,pos,2023.0,Poland
5,"Great service. Immediately after entering, we were shown around the restaurant. When ordering and serving the dishes, the waiter serving us (Szymon) talked great about everything and was at our disposal. Food, drinks and service at the highest level!",The best place on the map of Tricity restaurants,"Gdansk, Poland",Gdansk,503_ukaszw,2023-04-22,,,,,,,pos,2023.0,Poland
5,"Bartender Michał led us through a cocktail tasting. Delicious drinks, lots of choice. I recommend this place",Tasting,"Gdansk, Poland",Gdansk,U5668MQroberto,2023-04-22,,,,,,,pos,2023.0,Poland
5,"We came here spontanously - and we didn’t regret that a slightest bit! 
Wonderful atmosphere and service. 
Huge thanks to Mr. Grzegorz for most delightful cocktail experience. It was a wonderful tasting adventure with superb guidance by the mentioned bartender (awesome guy, seriously!)
We wholeheartedly reccomend to everyone aiming to explore new flavours and spending a greatly pleasant time. 
We will be back! Expect us! :) 
 
",Excellent cocktail experience ✨,"Gdansk, Poland",Gdansk,bart_omiejm484,2023-04-14,,,,,,,pos,2023.0,Poland
5,"Michał is a great barman. He made our evening special, every cocktail was well thought through and were delicious in their own way. The service was on point as well.",Great evening spent in ELIKSIR,"Gdansk, Poland",Gdansk,R9339EXmicha_k,2023-03-25,,,,,,,pos,2023.0,Poland
5,The best drinks are available only in Eliksir! I wholeheartedly recommend the Braman team. Alex and Piotr made me and my friends lose track of time. I 100% recommend this place and Alex and Piotr. We will definitely come back! See you!,The best bartenders in Tricity Alex and Piotrek!,"Gdansk, Poland",Gdansk,Melindzia,2023-03-24,,,,,,,pos,2023.0,Poland
5,"I was lucky enough to go to the whiskey tasting alone. Michał conducted the tastings in a very pleasant and substantive way, talking about each bottle. I definitely recommend tastings with Michał!",Whiskey tasting,"Gdansk, Poland",Gdansk,LUKASZarc,2023-03-14,,,,,,,pos,2023.0,Poland
5,"When you want to select a local for a spending time on weekend. Best place for free time of toasting.
Michael is good person for talk and respect of selection products.",Spending free time on weekend.,"Gdansk, Poland",Gdansk,RobertKolka,2023-03-10,,,,,,,pos,2023.0,Poland
5,"Delicious cocktails and great service. I would especially like to praise the bartender, Michał, who advised us and prepared us great, unique cocktails.",Great cocktails and great service,"Gdansk, Poland",Gdansk,kkrampa,2023-03-10,,,,,,,pos,2023.0,Poland
5,Had a wonderful experience tasting a wide range of cocktails. Michał and Kacper are rockstars! Will definetly come back,The best mixologists in tricity!,"Gdansk, Poland",Gdansk,9marekt,2023-03-10,,,,,,,pos,2023.0,Poland
5,"AleX from Eliksir is a great girl, she gave us a delicious tasting, so we had a great time ♥️♥️♥️",Randewu🙃,"Gdansk, Poland",Gdansk,A2351FXjuliag,2023-03-03,,,,,,,pos,2023.0,Poland
5,"Alex Alex, good drinks
Haiku
Julia wrote a beautiful poem that I agree with 100%.
Greetings 600
Ps. Alex makes great drinks",Stiff,"Gdansk, Poland",Gdansk,B858GSkrzysztofs,2023-03-03,,,,,,,pos,2023.0,Poland
5,"Great experience of taste. Cocktail pairing with 7 course was delicious! Regards for our waiter Radek, he’s the knowledge boss!",Buissnes dinner,"Gdansk, Poland",Gdansk,Jet03530994910,2023-02-26,,,,,,,pos,2023.0,Poland
5,"Excellent, well thought out and innovative with the menu selection. Cocktails were a highly along with the service.
Worth a long plane ride, don't mind a 5 Min tram out of the city centre. We were served by Michal who is truly passionate about food and drinks, and this is what the restaurant is about!",A Gem worth a visit,"Gdansk, Poland",Gdansk,dp426,2023-02-24,,,,,,,pos,2023.0,Poland
5,"Wonderful atmosphere, wonderful cuisine and perhaps even more wonderful cocktails thanks to Alex, who made sure we remember this tasty evening :)",One of the best restaurants and cocktailbars in the northern part of Poland,"Gdansk, Poland",Gdansk,dominhated,2023-02-10,,,,,,,pos,2023.0,Poland
5,"Best cocktails and classy atmosphere. Nice neighbourhood.
Very broad selection of ingredients
Bartender Alex- outstanding!",Marvelous place for night out,"Gdansk, Poland",Gdansk,bart_omiejw900,2023-02-03,,,,,,,pos,2023.0,Poland
5,"The dinner was excellent experience for me and my husband. We received a testing menu voucher as a wedding present and it was a great idea and really great gift! The best part was food and drinks paring of course, but the evening wouldn’t be so amazing if not mr. Bazyl who was one of the best server we have ever met. So overall I really encourage all of you people - if you are wondering if the place is worth visiting I would say IT DAMN IS ! ❤️🥂",You really have to go there! 🥂,"Gdansk, Poland",Gdansk,kapiszka,2022-11-24,,,,,,,pos,2022.0,Poland
5,"The best service, especially greetings to Mr. Bazyl - great knowledge about the cocktails served, wonderful character ☺️
We will definitely come back and recommend it to everyone!","Delicious cocktails, even better service","Gdansk, Poland",Gdansk,FarAway48187588762,2022-10-14,,,,,,,pos,2022.0,Poland
5,"Alex and Barti are the vey best of the bartender kind. If you want a very amazing service, cocktails, and experience in delivery then you should defínete try it!!!",Very Tasty Drinks and whiskey!!!,"Gdansk, Poland",Gdansk,469arturf,2022-09-24,,,,,,,pos,2022.0,Poland
5,"The visit and eating in Eliksir Restaurant was an excellent expierience. We were there the first time and we were celebrating our Wedding Anniversary. We expierienced very professional stuff. We choose the ""tasting menu 5 dishes with pairing cocktails. The food and drinks were excellent, every one was great!",Excellent experience,"Gdansk, Poland",Gdansk,Ewa2077,2022-09-21,,,,,,,pos,2022.0,Poland
5,We were here on 6th of September - and had an opportunity to try brand new menu. Food and drinks delicious - amazing compilation of different tastes. Atmosphere was cosy (nice music) and top service provided by Bazyl. His stories about each and every single dish and drink were awesome. Paweł with Family.,Amazing journey with delicious food and drinks,"Gdansk, Poland",Gdansk,pawelpiet,2022-09-07,,,,,,,pos,2022.0,Poland
5,"Very good service! The waiter, Michał, explained everything and was always available! 
Delicious tasting meals! I recommend!",A great place for an atmospheric dinner!,"Gdansk, Poland",Gdansk,Relax07391365339,2022-07-19,,,,,,,pos,2022.0,Poland
3,"I was soooo disappointed with the visit there as I was expecting something extraordinary and I was sooo looking forward to the visit. 
Me and my partner both ordered the vegetarian tasting menu with a selection of coctails - in the alcoholic and non-alcoholic version. 
First of all - kudos for having a vegetarian tasting menu. I really appreciate restaurants offering such options. 
Food: Unfortunately I am sad to admit that the food was... well, it was not ""bad"" but it was not good either. Nothing special, bland, the flavours in the dishes were not surprising, dishes lacked texture or even had an unpleasant texture (like the appetizer with asparagus which was weirdly slime'y in texture, or the ruby chocolate in the dessert which was gluey). The best part of the food is that, i have to admit, the vegetables were cooked perfectly. The asparagus, carrots, potatoes, really perfect texture. 
Coctails and pairing: 
Some of them were really delicious, some I didn't like at all but that's probably personal taste so that would have been fine. The issue I have is that the coctails did nothing to the food and vice versa. From the restaurant that specializes in pairing I expected more ""connection"" between the food and the drinks, like it can happen with food and wine. Second issue was that it turned out that the non-alcoholic coctails were actually made in the exact same way as the regular ones, just without alcohol. On one hand this is good - for the person not drinking % it gives the closest experience. On the other hand, without the alcohol addition the majority of virgin coctails were simply unbalanced and too sweet. 
Experience: the staff waiting on us was nice, but they all seemed a bit nervous all the time which at times created awkward atmosphere. It was correct, nothing bad happened, but also just doesn't convince me to go back there.","sadly, nothing special","Gdansk, Poland",Gdansk,majablanka,2022-07-04,,,,,,,pos,2022.0,Poland
5,"For a long time, I heard good opinions about the place. Finally, I had a chance to go with a group of friends.
Cuisine ranges on the higher end of prices, but with the offered ingredients, it is reasonable.
For the dishes - we have ordered a tasting menu, one of which was vegetarian. Every person at our table was pleased.
The starters were almost perfect. Each was enjoyable the only caveat was that I did not get any taste from the first bite-sized piece. (Drink earlier might have killed it, but it was not a proposed cocktail pairing)
As for the main course - the first dish was exquisite. The second one was 'just' good.
The dessert - I did not eat a goat cheese for a dessert up to this point, but that panna cotta was fabulous, sorbet on the side was dreamy too.
Drinks. We ordered a variety of drinks I enjoyed each one. Deluxe options seem a bit overpriced.
The service was perfect. Our waitress explained each dish and cocktail. If we had any questions about the menu or place we were given a good, concise explanation. She was also exuding positive vibes, which only adds to the overall experience.",Great fine dining,"Gdansk, Poland",Gdansk,Siebio,2022-06-18,,,,,,,pos,2022.0,Poland
5,"Great place for a Friday evening, very interesting cocktail tasting! You can try some really interesting drinks. Very qualified service and nice atmosphere. We also tried the beef tartare - 8/10 ☺️☺️. 
Best regards",Great place!,"Gdansk, Poland",Gdansk,Szumich,2022-02-28,,,,,,,pos,2022.0,Poland
5,"Excellent food and service.  Hard to choose the favourite dish… Mushroom soup, pumpkin, slowly baked pork belly were awesome as well as drinks served in the meantime :)",Feast for the eyes and the taste buds,"Gdansk, Poland",Gdansk,Getaway41910505418,2021-12-29,,,,,,,pos,2021.0,Poland
5,Great drinks expirience and service (Piotr) :) I recommend to a group of friends to test different flavors of drinks!!!,Great place for friends,"Gdansk, Poland",Gdansk,magdam174,2021-11-20,,,,,,,pos,2021.0,Poland
5,"I wholeheartedly recommend this place! Great cuisine, great professionalism and knowledge of the crew and, above all, a wonderful atmosphere make it a place where you can dream;)
Thank you for today's Elixir! ;)",Incredible,"Gdansk, Poland",Gdansk,krzemkorski,2021-11-18,,,,,,,pos,2021.0,Poland
5,"The restaurant is simply extraordinary. Great atmosphere, delicious dishes. Dinner was a real feast for the senses. A perfectly selected tasting set. The whole evening was wonderful. We were served by the waiter Maciej, who was extremely professional, which made the evening in the restaurant even more wonderful.",Amazing experience,"Gdynia, Poland",Gdynia,fomm405,2023-11-28,,,,,,,pos,2023.0,Poland
5,Time very well spent. A wonderful tasting menu and Mr. Mack's service at the highest level! Surprising cocktails and a great time :),Superb !,"Gdynia, Poland",Gdynia,685jaceks,2023-09-15,,,,,,,pos,2023.0,Poland
5,"I went to Eliksir for a bartending course which was a birthday gift from my wife. The class was led by Mark and I cannot emphasize enough how fun and informative the course was! Mark shared a lot of knowledge on bar equipment and ergonomics and, most importantly, on cocktail preparation. I prepared some of my favorite cocktails: Naked & Famous, Negroni (with a creative twist) as well as Whiskey Sour as the New York Sour version. Not only were the cocktails great but also the course made me feel like a true bartender for a bit! The vibes during the workshop were awesome and I had a lot of fun with Mark and the rest of the Eliksir team - to the extent that my wife and I stayed over for a couple of hours after the course just ordering drinks and enjoying ourselves. I will come back soon & will recommend Eliksir to my friends and family!",Amazing bartending course with Mark,"Gdynia, Poland",Gdynia,997pawe_r,2023-09-04,,,,,,,pos,2023.0,Poland
5,"Wonderful rum tasting conducted by Michał. The one and a half hour meeting was very nicely conducted, with a lot of humor and interesting facts. We will definitely come back to taste other alcohols.",Great evening,"Gdynia, Poland",Gdynia,wiktoriaznak,2023-06-16,,,,,,,pos,2023.0,Poland
5,"We spent a very nice evening with cocktails served by Michał, who showed us a lot of warmth and professionalism. He selected cocktails based on our preferences and taste, so each drink tasted delicious :)
Apart from that, the place is well decorated and has a great atmosphere :)",Super berth,"Gdynia, Poland",Gdynia,gorzqam,2023-03-26,,,,,,,pos,2023.0,Poland
5,"Alex makes the best % & non% coctails!
Must visit place while in Gdansk! 
Highly recommended and will surely come back!!!",Top place for coctails,"Gdynia, Poland",Gdynia,PawelTodi,2023-03-18,,,,,,,pos,2023.0,Poland
5,"Excelent cocktails. If You're searching for something more than classic cocktail bar this is the place to be. Kacper, The bartender, was great in choosing something off the menu. And if You're looking for something pure  than they have a large variety of spirits. Will definitly be back to check the kitchen and cigar smoking room. ",Saturday night like its supposed to be,"Gdynia, Poland",Gdynia,micha_t571,2023-03-11,,,,,,,pos,2023.0,Poland
5,A tasting dinner with Mr. Radosław is pure pleasure! Flavors that you don't taste every day. First class cocktails! Thank you :),Something delicious!,"Gdynia, Poland",Gdynia,Happiness56557072330,2023-02-25,,,,,,,pos,2023.0,Poland
5,"Highly recommend to try extraordinary cocktails made by super talented bartender Michał in super unique atmosphere, best drinks with gin!",Extraordinary drinks!,"Gdynia, Poland",Gdynia,maya_qna,2023-02-18,,,,,,,pos,2023.0,Poland
5,"Our visit to Eliksir was wonderful, as usual! Service is incredibly good, the atmosphere is spot on and the cocktails are explicit. Our bartender Michał served us drinks both a'la carte and ones that he prepared especially for us, based on our preferences. That's where the magic happens, as after a short ""interview"" you get a drink that is tailored for you and it is always awesome! You have ti visit this place :)",Best cocktail bar in Gdańsk!,"Gdynia, Poland",Gdynia,888jakubn,2022-11-07,,,,,,,pos,2022.0,Poland
5,It was the best place for a cigar that I have been to. And I’ve been to plenty of. Strongly reccomending for newbies and old cigar lovers.,Best Time,"Gdynia, Poland",Gdynia,HardyChojrak,2022-05-18,,,,,,,pos,2022.0,Poland
5,"Fantastic food, great service, great cigars. Kuba, who is an expert in cigars and alcohol, is a great person and manager. Definitely worth recommending.",Great restaurant! Brilliant experiences!,"Gdynia, Poland",Gdynia,108bartoszp,2021-11-18,,,,,,,pos,2021.0,Poland
5,"Great tasting menu and amazing pairing. Perfect fit. Great service - best regards, Mrs. Agnieszka.",Super menu.,"Goreczyno, Poland",Goreczyno,WojtekMik,2023-09-30,,,,,,,pos,2023.0,Poland
5,"I have been to the Eliksir restaurant several times. I have never been disappointed. Great cocktails and delicious, beautifully presented dishes. 
I sincerely recommend the tasting menu. The dishes take guests to another world. Each dish is a culinary art, surprising and delighting the taste buds. 
The friendly staff who caress about the guests and talks about the dishes with great passion and commitment also makes an extraordinary impression. Thank you Mrs. Magda :)",Tasting menu - world championship!,Greece,Greece,Plutkatravel,2022-08-15,,,,,,,pos,2022.0,Foreigner
5,"The restaurant is a bit outside the tourist area itself (the old town), but it didn't cost much to take an Uber to get there. We ordered a 6-course tasting menu with an accompanying cocktail menu. Food, drinks and the restaurant itself were very good. The only small thing I have to put my finger on was the waiter. It seemed like she was going on autopilot and we didn't really catch what she was saying about all the different dishes. It was a long, pleasant evening with a good dining experience. Calculate 2.5 hours if you go for the tasting menu.",A special good dining experience.,"Halden, Norway",Halden,jolleAremark,2024-02-03,,,,,,,pos,2024.0,Foreigner
5,"Had a taste cocktail round with Adam, the drinks were super diverse and Adam was really nice and detailed in his explanation.  
Would come here again and again! 
Price performance top! Service super accommodating ♡",Cocktail Taste,"Hamburg, Germany",Hamburg,594aishak,2024-02-11,,,,,,,pos,2024.0,Foreigner
5,"An all around exquisite evening! 
We can report an outstanding culinary experience.
We ordered the tasting menus - 5 and 7 courses each. The 7 course menu also pairs with the cocktail. 
All courses were excellently composed and tasted delicious. 
It's difficult to highlight anything because everything was very good. 
The final dessert rounded off the menu more than worthy. 
My partner also had the cocktail pairing and there were good and very good cocktails. All the cocktails actually went very well with the food. 
In my opinion, two of the 5 cocktails were a bit too herbal, but this is a matter of taste, my partner liked them all.
A clear recommendation for everyone who wants to enjoy very good products interpreted in a modern way.",Clear recommendation in Gdańsk,"Hamburg, Germany",Hamburg,michaelkophag,2023-01-07,,,,,,,pos,2023.0,Foreigner
5,"Fantastic welcome from our host Maciej. Delicious food and nice atmosphere.
We ordered a 6-course tasting menu, with accompanying cocktails. Well worth a visit.",Lovely evening,"Haugesund, Norway",Haugesund,robertsv76,2023-10-01,,,,,,,pos,2023.0,Foreigner
5,"Incredibly handsome evening with the world's best barman Alex, who has made and described everything about the drinks she served to us. Lovely drinks and atmosphere in Eliksir. Strongly recommend. ",The best cocktail bar in Poland,"Haugesund, Norway",Haugesund,johannalZ4237ZW,2023-07-21,,,,,,,pos,2023.0,Foreigner
5,Amazing dinner and drinks! What a lovely experience. Service was excellent and the ambiance was unforgettable! We had an amazing girls night at Eliksir! Thanks Piotr for everything ❤️,"Wonderful, fun and amazing","Horsens, Denmark",Horsens,katrinekaspersen,2022-10-02,,,,,,,pos,2022.0,Foreigner
5,"This is place is really special. The atmosphere, food, cocktails and service were faultless. I had high hopes before booking a table and i wasn't disappointed. We had the 7 course tasting menu with paired cocktails.
All of which was delicious and everything was explained to us by our waiter, who was also excellent. 
A unique restaurant with class and style without the pretentiousness. Well worth going out of your way to try. 
Thanks again!",Phenomenal!,"Huntly, United Kingdom",Huntly,stevemunr0,2023-06-04,,,,,,,pos,2023.0,Foreigner
5,"It was a wonderful experience, it wouldn't be a mistake to say it was one of the best in my life, I say this as someone who does not like vodka, especially the vodka recommended was amazing, the only warning is that it is shown as 2 or 3 dollars, it is not correct, the real one should be 4... If you are willing to pay an average of 100 USD, I recommend you to try it...",GREAT EXPERIENCE,"Izmir, Türkiye",Izmir,egemennemli,2023-09-14,,,,,,,pos,2023.0,Foreigner
5,"We enjoyed the evening to the fullest. Everyone in service was very nice and accommodating and our waitress (Magda?) was adorable! 
The food was cleverly seasoned and truly pure enjoyment! Eliksir also leaves nothing to be desired when it comes to cocktails. All cocktails are also available in non-alcoholic versions. So if you are in Gdansk you should definitely secure a table here! Price-performance ratio was also great here. 👌🏽👌🏽👌🏽 Absolute recommendation",Incredibly good!! 6 stars ⭐️⭐️⭐️⭐️⭐️⭐️,"Jena, Germany",Jena,2GenussLiebende,2023-12-28,,,,,,,pos,2023.0,Foreigner
5,"We had booked a table in advance. Took a taxi to the restaurant which is a 15 minute drive from the old town of Gdansk. Paid PLN 60 for the drive to the restaurant. We ordered a full tasting menu PLN 429 and a drink package PLN 299 per person. It was lovely from start to finish and worth every penny. Many thanks to our wonderful waiter, Maciej for a great experience.",Fantastic food and drink,"Jessheim, Norway",Jessheim,WencheR,2024-10-04,,,,,,,pos,2024.0,Foreigner
5,"The most fantastic cocktail tasting, with incredible cocktails engineered by Michal, behind the bar.  What a brilliant experience! ",Amazing cocktail tasting,"Johannesburg, South Africa",Johannesburg,tammyp4050,2023-03-25,,,,,,,pos,2023.0,Foreigner
5,Such outstanding good service and the food we ate was really good and well prepared. It is important to remember that medium meat here is not the same as at home. The meat was very red but I liked it. Can really recommend,Dinner,"Jönköping, Sweden",Jönköping,virpig,2022-08-19,,,,,,,pos,2022.0,Foreigner
5,"We had the 7 course menu and every dish was a delight. We especially enjoyed the beef cheeks, which were cooked to perfection. The combination of interesting flavours and aromas in food and drinks was a taste experience.
Our service with Martyna was a pleasure…thanks to you and the team!",Delightful,"Karlsruhe, Germany",Karlsruhe,ashbe2016,2022-01-05,,,,,,,pos,2022.0,Foreigner
5,"Venturing into Elixir in Gdansk was a gastronomic delight. The warm ambiance was an ideal setting for our couple's evening out. Opting for the tasting menu, we were taken on a culinary journey that paired beautifully with the cocktail selections. 
The presentation of each dish was a feast for the eyes while every bite was an explosion of flavors that danced on our palates. The drinks, carefully curated and presented, complimented each dish and elevated our dining experience. The staff was professional, attentive, and demonstrated a deep understanding of their craft. 
Every element of our visit to Elixir was nothing short of perfection. It's a testament to their commitment to offering an unparalleled dining experience. Highly recommended for a memorable culinary adventure!",A Perfect Blend of Culinary Art and Mixology,"Kastrup, Denmark",Kastrup,kjetilo617,2023-07-13,,,,,,,pos,2023.0,Foreigner
5,I encourage you to attend a whisky tasting hosted by Greg. Great knowledge and true passion. I bought this event for my husband as a gift and he came back very satisfied.,Large selection of whiskies,"Katowice, Poland",Katowice,PaulinaO438,2023-07-30,,,,,,,pos,2023.0,Poland
5,"Outstanding dishes and surprising cocktails. I recommend the tasting menu 😊 The service was nice, but above all professional.",A great date!,"Ketrzyn, Poland",Ketrzyn,pietrzykprzemek1996,2021-12-03,,,,,,,pos,2021.0,Poland
5,"Adam was a great host, givning us a fun whiskey tasting experience :) he had a lot of knowledge and made the whole table laugh many time!",Whiskey tasting!,"Kleppesto, Norway",Kleppesto,110emmad,2024-02-03,,,,,,,pos,2024.0,Foreigner
5,"Exceptional cuisine, exquisite dishes, beautiful decor. This is a must-see during my every visit to Gdańsk. I recommend!",A must-see on the trip,"Konin, Poland",Konin,RJ87RJ87,2021-11-25,,,,,,,pos,2021.0,Poland
5,"We had a wonderful time at the restaurant, had great food and good fantastic service.
Our waiter Mike served us like King and Queens. He was welcoming, joyful and loved to served us.",Excellent food and service,"Kopavogur, Iceland",Kopavogur,391kristinns,2022-08-08,,,,,,,pos,2022.0,Foreigner
5,"An excellent place at a high level. Each subsequent dish was equally delicious. We especially liked the sour rye soup. Mrs. Zuzanna made sure that our dinner went smoothly. Kudos to the entire Elixir ""crew.""",Perfectly,"Krakow, Poland",Krakow,roburthere,2024-12-07,,,,,,,pos,2024.0,Poland
5,"Not the easiest place to find. But if you do, be sure to book a table or just sit by the bar. The awesome barmaster Michał with a great knowledge of alcohols, chemistry, and physics of sticks will surely meet all of your tastes. I'm picky when it comes to drinks, but that old-fashioned kicked me out of my socks. 
Visit. Say hi. Stay for longer. ",Find it when near!!!!,"Krakow, Poland",Krakow,pasterzpl,2023-03-01,,,,,,,pos,2023.0,Poland
5,"This has got to be one if not the best Restaurant In Tricity, i have ratan at most Of the best And chef worked with Atelier Amaro In Warsaw the rasting menu we had was the 5 course with cocktails amazing, art on a plate And Heaven on the taśmę buds And they had red And white Polish Wines as well Service And everything could fault not cheap but sorry every złoty would go agsin For the 7 taster menu recommend hugely",Visit with Uk friends,"Kwidzyn, Poland",Kwidzyn,iana424,2021-11-20,,,,,,,pos,2021.0,Poland
5,"This is one of the best restaurant experiences we have had - not only in Gdansk, but ever. 
3 hours of culinary delights, brilliant service, fantastic cocktails and a great atmosphere. 
We ordered the tasting menu, one vegetarian, one with meat/fish, with cocktail pairing. This is highly recommended, then you really get to taste everything. 
NB: I'm not a vegetarian and love both meat and fish, but I didn't miss anything, and thought several times that the vegetarian dishes were even better than the meat dishes. 
Our waiter Bartek was brilliant and the service was superb from the time we arrived until we left. 
We will be back!",A wonderful experience!,"Larvik Municipality, Norway",Larvik Municipality,Chrissastina,2024-12-01,,,,,,,pos,2024.0,Foreigner
5,"My wife and I had the pleasure of spending some time at the Eliksir bar in the company of bartenders Mikołaj and (I don't know if I remember correctly :( ) Marek. 
My wife tasted 5 cocktails, I tried whiskey. We are poor amateurs, so we appreciate even more the vast knowledge these gentlemen have and the enthusiasm with which they share this knowledge. From telling the history of the drinks served, to advice on how to ""smell"" alcohol ;) Everything with passion and a smile.
My wife evaluates the drinks themselves as exemplary, very well-balanced flavors (comparison with the drinks she drank the next evening, heavy and intrusive, was definitely in favor of Eliksir).
I was also very pleased with the whiskeys suggested to me (Ardbeg will remain in my heart forever!)
We can only recommend the Eliksiru bar because it simply deserves it.
Thank you gentlemen for telling us about alcohol and serving them, and see you soon :)",Great bar and the team behind it,"Legionowo, Poland",Legionowo,_ukaszbG6810NT,2023-07-31,,,,,,,pos,2023.0,Poland
5,"We had the BEST experience at our cocktail tasting session. Adam was informative, fun and efficient, a very good bartender. I would highly recommend this  - a great time!!",A great night!,"Letchworth Garden City, United Kingdom",Letchworth Garden City,francest449,2023-11-25,,,,,,,pos,2023.0,Foreigner
